Afghanistan;Afghanistan - Fixed;93;0.1138;FIX
Afghanistan;Afghanistan - Mobile AWCC;9370;0.1262;MOB
Afghanistan;Afghanistan - Mobile Etisalat;9378;0.1167;MOB
Afghanistan;Afghanistan - Mobile MTN;9377;0.1348;MOB
Afghanistan;Afghanistan - Mobile Others;9375;0.1206;MOB
Afghanistan;Afghanistan - Mobile Roshan;9379;0.1343;MOB
Afghanistan;Afghanistan - Mobile WASEL;937500;0.1204;MOB
Afghanistan;Afghanistan - Mobile WASEL;937501;0.1204;MOB
Afghanistan;Afghanistan - Mobile WASEL;937502;0.1204;MOB
Afghanistan;Afghanistan - Mobile WASEL;937503;0.1204;MOB
Afghanistan;Afghanistan - Mobile WASEL;937504;0.1204;MOB
Albania;Albania - Fixed;355;0.0293;FIX
Albania;Albania - Fixed;35540;0.0293;FIX
Albania;Albania - Fixed;35541;0.0293;FIX
Albania;Albania - Fixed;355420;0.0293;FIX
Albania;Albania - Fixed;355421;0.0293;FIX
Albania;Albania - Fixed;3554253;0.0293;FIX
Albania;Albania - Fixed;3554254;0.0293;FIX
Albania;Albania - Fixed;3554255;0.0293;FIX
Albania;Albania - Fixed;3554256;0.0293;FIX
Albania;Albania - Fixed;3554257;0.0293;FIX
Albania;Albania - Fixed;3554258;0.0293;FIX
Albania;Albania - Fixed;3554259;0.0293;FIX
Albania;Albania - Fixed;355426;0.0293;FIX
Albania;Albania - Fixed;355427;0.0293;FIX
Albania;Albania - Fixed;355428;0.0293;FIX
Albania;Albania - Fixed;355429;0.0293;FIX
Albania;Albania - Fixed;35543;0.0293;FIX
Albania;Albania - Fixed;35544;0.0293;FIX
Albania;Albania - Fixed;35545;0.0293;FIX
Albania;Albania - Fixed;35546;0.0293;FIX
Albania;Albania - Fixed;35547;0.0293;FIX
Albania;Albania - Fixed;35548;0.0293;FIX
Albania;Albania - Fixed;35549;0.0293;FIX
Albania;Albania - Fixed ALBTEL;3554249;0.0197;FIX
Albania;Albania - Fixed Tirana;355422;0.0284;FIX
Albania;Albania - Fixed Tirana;355423;0.0284;FIX
Albania;Albania - Fixed Tirana;3554240;0.0284;FIX
Albania;Albania - Fixed Tirana;3554241;0.0284;FIX
Albania;Albania - Fixed Tirana;3554242;0.0284;FIX
Albania;Albania - Fixed Tirana;3554243;0.0284;FIX
Albania;Albania - Fixed Tirana;3554244;0.0284;FIX
Albania;Albania - Fixed Tirana;3554245;0.0284;FIX
Albania;Albania - Fixed Tirana;3554246;0.0284;FIX
Albania;Albania - Fixed Tirana;3554247;0.0284;FIX
Albania;Albania - Fixed Tirana;3554248;0.0284;FIX
Albania;Albania - Interactive TV;35534606;0.0294;MOB
Albania;Albania - Interactive TV;35534607;0.0294;MOB
Albania;Albania - Interactive TV;35534608;0.0294;MOB
Albania;Albania - Interactive TV;35534609;0.0294;MOB
Albania;Albania - Interactive TV;35535504;0.0294;MOB
Albania;Albania - Interactive TV;35535505;0.0294;MOB
Albania;Albania - Interactive TV;35551181;0.0294;MOB
Albania;Albania - Interactive TV;35555903;0.0294;MOB
Albania;Albania - Interactive TV;35555904;0.0294;MOB
Albania;Albania - Mobile;35567;0.0711;MOB
Albania;Albania - Mobile AMC;35568;0.0629;MOB
Albania;Albania - Mobile Plus;35566;0.0926;MOB
Albania;Albania - Mobile Vodafone;35569;0.0643;MOB
Algeria;Algeria - Fixed;213;0.0383;FIX
Algeria;Algeria - Fixed CAT;2131;0.0387;FIX
Algeria;Algeria - Mobile Orascom;21377;0.2020;MOB
Algeria;Algeria - Mobile Orascom;213780;0.2020;MOB
Algeria;Algeria - Mobile Orascom;21379;0.2020;MOB
Algeria;Algeria - Mobile Others;213659;0.1444;MOB
Algeria;Algeria - Mobile Others;21366;0.1444;MOB
Algeria;Algeria - Mobile Others;213670;0.1444;MOB
Algeria;Algeria - Mobile Others;213696;0.1444;MOB
Algeria;Algeria - Mobile Others;213697;0.1444;MOB
Algeria;Algeria - Mobile Others;213698;0.1444;MOB
Algeria;Algeria - Mobile Others;213699;0.1444;MOB
Algeria;Algeria - Mobile Wataniya;2135;0.2042;MOB
Algeria;Algeria - Mobile Wataniya;213560;0.2042;MOB
Algeria;Algeria - Mobile Wataniya;213561;0.2042;MOB
American Samoa;American Samoa;1684;0.0207;MOB
Andorra;Andorra - Fixed;376;0.0140;FIX
Andorra;Andorra - Mobile;3763;0.1072;MOB
Andorra;Andorra - Mobile;3764;0.1072;MOB
Andorra;Andorra - Mobile;3765;0.1072;MOB
Andorra;Andorra - Mobile;3766;0.1072;MOB
Angola;Angola - Fixed;244;0.0579;FIX
Angola;Angola - Mobile Others;24491;0.0600;MOB
Angola;Angola - Mobile Others;24499;0.0600;MOB
Angola;Angola - Mobile Unitel;24492;0.0570;MOB
Angola;Angola - Mobile Unitel;24493;0.0570;MOB
Anguilla;Anguilla - Fixed;1264;0.0438;FIX
Anguilla;Anguilla - Mobile Digicel;1264581;0.1000;MOB
Anguilla;Anguilla - Mobile Digicel;1264582;0.1000;MOB
Anguilla;Anguilla - Mobile Digicel;1264583;0.1000;MOB
Anguilla;Anguilla - Mobile Digicel;1264584;0.1000;MOB
Anguilla;Anguilla - Mobile Others;1264235;0.1050;MOB
Anguilla;Anguilla - Mobile Others;1264469;0.1050;MOB
Anguilla;Anguilla - Mobile Others;1264476;0.1050;MOB
Anguilla;Anguilla - Mobile Others;1264536;0.1050;MOB
Anguilla;Anguilla - Mobile Others;1264537;0.1050;MOB
Anguilla;Anguilla - Mobile Others;1264538;0.1050;MOB
Anguilla;Anguilla - Mobile Others;1264539;0.1050;MOB
Anguilla;Anguilla - Mobile Others;1264543;0.1050;MOB
Anguilla;Anguilla - Mobile Others;1264729;0.1050;MOB
Anguilla;Anguilla - Mobile Others;1264772;0.1050;MOB
Antarctica;Antarctica;6721;0.3960;MOB
Antigua;Antigua - Fixed;1268;0.0712;FIX
Antigua;Antigua - Mobile;1268464;0.0697;MOB
Antigua;Antigua - Mobile;126872;0.0697;MOB
Antigua;Antigua - Mobile;1268732;0.0697;MOB
Antigua;Antigua - Mobile;1268734;0.0697;MOB
Antigua;Antigua - Mobile;1268736;0.0697;MOB
Antigua;Antigua - Mobile;1268764;0.0697;MOB
Antigua;Antigua - Mobile;1268770;0.0697;MOB
Antigua;Antigua - Mobile;1268771;0.0697;MOB
Antigua;Antigua - Mobile;1268772;0.0697;MOB
Antigua;Antigua - Mobile;1268773;0.0697;MOB
Antigua;Antigua - Mobile;1268774;0.0697;MOB
Antigua;Antigua - Mobile;1268775;0.0697;MOB
Antigua;Antigua - Mobile;1268776;0.0697;MOB
Antigua;Antigua - Mobile;1268778;0.0697;MOB
Antigua;Antigua - Mobile;1268779;0.0697;MOB
Antigua;Antigua - Mobile;1268780;0.0697;MOB
Antigua;Antigua - Mobile;1268781;0.0697;MOB
Antigua;Antigua - Mobile;1268782;0.0697;MOB
Antigua;Antigua - Mobile;1268783;0.0697;MOB
Antigua;Antigua - Mobile;1268784;0.0697;MOB
Antigua;Antigua - Mobile;1268785;0.0697;MOB
Antigua;Antigua - Mobile;1268786;0.0697;MOB
Antigua;Antigua - Mobile;1268788;0.0697;MOB
Antigua;Antigua - Mobile;1268789;0.0697;MOB
Argentina;Argentina - Fixed;54;0.0109;FIX
Argentina;Argentina - Fixed Buenos Aires;5411;0.0053;FIX
Argentina;Argentina - Fixed Corridor;54221;0.0064;FIX
Argentina;Argentina - Fixed Corridor;54223;0.0064;FIX
Argentina;Argentina - Fixed Corridor;542293;0.0064;FIX
Argentina;Argentina - Fixed Corridor;54230;0.0064;FIX
Argentina;Argentina - Fixed Corridor;54232;0.0064;FIX
Argentina;Argentina - Fixed Corridor;542362;0.0064;FIX
Argentina;Argentina - Fixed Corridor;54237;0.0064;FIX
Argentina;Argentina - Fixed Corridor;54261;0.0064;FIX
Argentina;Argentina - Fixed Corridor;54264;0.0064;FIX
Argentina;Argentina - Fixed Corridor;54291;0.0064;FIX
Argentina;Argentina - Fixed Corridor;54299;0.0064;FIX
Argentina;Argentina - Fixed Corridor;54341;0.0064;FIX
Argentina;Argentina - Fixed Corridor;54342;0.0064;FIX
Argentina;Argentina - Fixed Corridor;54343;0.0064;FIX
Argentina;Argentina - Fixed Corridor;543461;0.0064;FIX
Argentina;Argentina - Fixed Corridor;543462;0.0064;FIX
Argentina;Argentina - Fixed Corridor;543476;0.0064;FIX
Argentina;Argentina - Fixed Corridor;54348;0.0064;FIX
Argentina;Argentina - Fixed Corridor;54351;0.0064;FIX
Argentina;Argentina - Fixed Corridor;543541;0.0064;FIX
Argentina;Argentina - Fixed Corridor;543571;0.0064;FIX
Argentina;Argentina - Fixed Corridor;54358;0.0064;FIX
Argentina;Argentina - Fixed Corridor;54372;0.0064;FIX
Argentina;Argentina - Fixed Corridor;543783;0.0064;FIX
Argentina;Argentina - Fixed Corridor;54381;0.0064;FIX
Argentina;Argentina - Fixed Corridor;54387;0.0064;FIX
Argentina;Argentina - Mobile;549;0.0547;MOB
Armenia;Armenia - Fixed;374;0.0599;FIX
Armenia;Armenia - Fixed Nagorno Karabakh;3744;0.0823;FIX
Armenia;Armenia - Fixed Yerevan;37410;0.0597;FIX
Armenia;Armenia - Mobile;37477;0.0880;MOB
Armenia;Armenia - Mobile;3749;0.0880;MOB
Armenia;Armenia - Mobile Armentel;37491;0.0948;MOB
Armenia;Armenia - Mobile Armentel;37496;0.0948;MOB
Armenia;Armenia - Mobile Armentel;37499;0.0948;MOB
Armenia;Armenia - Mobile Nagorno Karabach;37497;0.0940;MOB
Armenia;Armenia - Mobile Orange;37455;0.0926;MOB
Armenia;Armenia - Mobile Orange;37495;0.0926;MOB
Aruba;Aruba - Fixed;297;0.0516;FIX
Aruba;Aruba - Fixed;29796;0.0516;FIX
Aruba;Aruba - Fixed;29799;0.0516;FIX
Aruba;Aruba - Mobile Digicel;297630;0.1188;MOB
Aruba;Aruba - Mobile Digicel;297640;0.1188;MOB
Aruba;Aruba - Mobile Digicel;297641;0.1188;MOB
Aruba;Aruba - Mobile Digicel;29773;0.1188;MOB
Aruba;Aruba - Mobile Digicel;29774;0.1188;MOB
Aruba;Aruba - Mobile Others;29756;0.1208;MOB
Aruba;Aruba - Mobile Others;29759;0.1208;MOB
Aruba;Aruba - Mobile Others;297600;0.1208;MOB
Aruba;Aruba - Mobile Others;297622;0.1208;MOB
Aruba;Aruba - Mobile Others;29766;0.1208;MOB
Aruba;Aruba - Mobile Others;29769;0.1208;MOB
Aruba;Aruba - Mobile Others;297995;0.1208;MOB
Ascension;Ascension;247;0.3620;MOB
Australia;Australia - Fixed;61;0.0115;FIX
Australia;Australia - Fixed City Group;61261;0.0082;FIX
Australia;Australia - Fixed City Group;61262;0.0082;FIX
Australia;Australia - Fixed City Group;6128;0.0082;FIX
Australia;Australia - Fixed City Group;6129;0.0082;FIX
Australia;Australia - Fixed City Group;6138;0.0082;FIX
Australia;Australia - Fixed City Group;6139;0.0082;FIX
Australia;Australia - Fixed City Group;6173;0.0082;FIX
Australia;Australia - Fixed City Group;61860;0.0082;FIX
Australia;Australia - Fixed City Group;61861;0.0082;FIX
Australia;Australia - Fixed City Group;61862;0.0082;FIX
Australia;Australia - Fixed City Group;61863;0.0082;FIX
Australia;Australia - Fixed City Group;61864;0.0082;FIX
Australia;Australia - Fixed City Group;61865;0.0082;FIX
Australia;Australia - Fixed City Group;61870;0.0082;FIX
Australia;Australia - Fixed City Group;61871;0.0082;FIX
Australia;Australia - Fixed City Group;61872;0.0082;FIX
Australia;Australia - Fixed City Group;61873;0.0082;FIX
Australia;Australia - Fixed City Group;61874;0.0082;FIX
Australia;Australia - Fixed City Group;61881;0.0082;FIX
Australia;Australia - Fixed City Group;61882;0.0082;FIX
Australia;Australia - Fixed City Group;61883;0.0082;FIX
Australia;Australia - Fixed City Group;61884;0.0082;FIX
Australia;Australia - Fixed City Group;61892;0.0082;FIX
Australia;Australia - Fixed City Group;61893;0.0082;FIX
Australia;Australia - Fixed City Group;61894;0.0082;FIX
Australia;Australia - Mobile H3G;61425;0.0678;MOB
Australia;Australia - Mobile H3G;61430;0.0678;MOB
Australia;Australia - Mobile H3G;61433;0.0678;MOB
Australia;Australia - Mobile Optus;61401;0.0548;MOB
Australia;Australia - Mobile Optus;61402;0.0548;MOB
Australia;Australia - Mobile Optus;61403;0.0548;MOB
Australia;Australia - Mobile Optus;61411;0.0548;MOB
Australia;Australia - Mobile Optus;61412;0.0548;MOB
Australia;Australia - Mobile Optus;61413;0.0548;MOB
Australia;Australia - Mobile Optus;61421;0.0548;MOB
Australia;Australia - Mobile Optus;61422;0.0548;MOB
Australia;Australia - Mobile Optus;61423;0.0548;MOB
Australia;Australia - Mobile Optus;61431;0.0548;MOB
Australia;Australia - Mobile Optus;61432;0.0548;MOB
Australia;Australia - Mobile Optus;61434;0.0548;MOB
Australia;Australia - Mobile Optus;61435;0.0548;MOB
Australia;Australia - Mobile Optus;61466;0.0548;MOB
Australia;Australia - Mobile Optus;614683;0.0548;MOB
Australia;Australia - Mobile Optus;614684;0.0548;MOB
Australia;Australia - Mobile Optus;614685;0.0548;MOB
Australia;Australia - Mobile Optus;614686;0.0548;MOB
Australia;Australia - Mobile Optus;614687;0.0548;MOB
Australia;Australia - Mobile Optus;614688;0.0548;MOB
Australia;Australia - Mobile Optus;614689;0.0548;MOB
Australia;Australia - Mobile Optus;61478;0.0548;MOB
Australia;Australia - Mobile Optus;614790;0.0548;MOB
Australia;Australia - Mobile Optus;614791;0.0548;MOB
Australia;Australia - Mobile Others;6116;0.0550;MOB
Australia;Australia - Mobile Others;6142;0.0550;MOB
Australia;Australia - Mobile Telstra;61400;0.0739;MOB
Australia;Australia - Mobile Telstra;61407;0.0739;MOB
Australia;Australia - Mobile Telstra;61408;0.0739;MOB
Australia;Australia - Mobile Telstra;61409;0.0739;MOB
Australia;Australia - Mobile Telstra;61417;0.0739;MOB
Australia;Australia - Mobile Telstra;61418;0.0739;MOB
Australia;Australia - Mobile Telstra;61419;0.0739;MOB
Australia;Australia - Mobile Telstra;61427;0.0739;MOB
Australia;Australia - Mobile Telstra;61428;0.0739;MOB
Australia;Australia - Mobile Telstra;61429;0.0739;MOB
Australia;Australia - Mobile Telstra;61437;0.0739;MOB
Australia;Australia - Mobile Telstra;61438;0.0739;MOB
Australia;Australia - Mobile Telstra;61439;0.0739;MOB
Australia;Australia - Mobile Telstra;614444;0.0739;MOB
Australia;Australia - Mobile Telstra;61447;0.0739;MOB
Australia;Australia - Mobile Telstra;61448;0.0739;MOB
Australia;Australia - Mobile Telstra;61457;0.0739;MOB
Australia;Australia - Mobile Telstra;61458;0.0739;MOB
Australia;Australia - Mobile Telstra;61459;0.0739;MOB
Australia;Australia - Mobile Telstra;61467;0.0739;MOB
Australia;Australia - Mobile Telstra;61469;0.0739;MOB
Australia;Australia - Mobile Telstra;61470;0.0739;MOB
Australia;Australia - Mobile Telstra;61477;0.0739;MOB
Australia;Australia - Mobile Telstra;61487;0.0739;MOB
Australia;Australia - Mobile Telstra;614880;0.0739;MOB
Australia;Australia - Mobile Telstra;614881;0.0739;MOB
Australia;Australia - Mobile Telstra;614882;0.0739;MOB
Australia;Australia - Mobile Telstra;614883;0.0739;MOB
Australia;Australia - Mobile Telstra;614884;0.0739;MOB
Australia;Australia - Mobile Telstra;614885;0.0739;MOB
Australia;Australia - Mobile Telstra;614886;0.0739;MOB
Australia;Australia - Mobile Telstra;614887;0.0739;MOB
Australia;Australia - Mobile Telstra;614889;0.0739;MOB
Australia;Australia - Mobile Telstra;61498;0.0739;MOB
Australia;Australia - Mobile Telstra;61499;0.0739;MOB
Australia;Australia - Mobile Vodafone;61404;0.0690;MOB
Australia;Australia - Mobile Vodafone;61405;0.0690;MOB
Australia;Australia - Mobile Vodafone;61406;0.0690;MOB
Australia;Australia - Mobile Vodafone;61410;0.0690;MOB
Australia;Australia - Mobile Vodafone;61414;0.0690;MOB
Australia;Australia - Mobile Vodafone;61415;0.0690;MOB
Australia;Australia - Mobile Vodafone;61416;0.0690;MOB
Australia;Australia - Mobile Vodafone;614202;0.0690;MOB
Australia;Australia - Mobile Vodafone;614203;0.0690;MOB
Australia;Australia - Mobile Vodafone;614204;0.0690;MOB
Australia;Australia - Mobile Vodafone;614205;0.0690;MOB
Australia;Australia - Mobile Vodafone;614206;0.0690;MOB
Australia;Australia - Mobile Vodafone;614207;0.0690;MOB
Australia;Australia - Mobile Vodafone;614208;0.0690;MOB
Australia;Australia - Mobile Vodafone;614209;0.0690;MOB
Australia;Australia - Mobile Vodafone;61424;0.0690;MOB
Australia;Australia - Mobile Vodafone;61426;0.0690;MOB
Australia;Australia - Mobile Vodafone;61449;0.0690;MOB
Australia;Australia - Mobile Vodafone;61450;0.0690;MOB
Australia;Australia - Mobile Vodafone;61451;0.0690;MOB
Australia;Australia - Mobile Vodafone;61452;0.0690;MOB
Australia;Australia - Mobile Vodafone;61453;0.0690;MOB
Australia;Australia - Mobile Vodafone;614888;0.0690;MOB
Australia;Australia - Special services;6113;0.0116;MOB
